mid_date,lat,lon,v [m/yr],v_error [m/yr],vx [m/yr],vx_error [m/yr],vy [m/yr],vy_error [m/yr],date_dt [days],mission,satellite,epsg
2022-01-07 04:36:47.443003904,-74.89,-109.21,1280.0,61.0,-1198.0,57.1,450.0,84.0,11,S,1A,3031
2020-11-24 10:00:27.370262016,-74.89,-109.21,1060.0,135.0,-1023.0,131.1,281.0,175.9,6,S,1B,3031
2021-10-12 04:36:29.101488128,-74.89,-109.21,1307.0,59.0,-1231.0,54.5,437.0,88.6,5,S,1A,3031
2021-03-06 05:09:01.257955072,-74.89,-109.21,1347.0,109.0,-1276.0,111.7,431.0,83.1,5,S,1A,3031
2016-12-07 04:36:17.064667136,-74.89,-109.21,1536.0,433.0,-1505.0,440.0,311.0,193.5,6,S,1B,3031
2018-02-27 04:35:39.694615040,-74.89,-109.21,1299.0,47.0,-1251.0,45.3,352.0,62.7,12,S,1B,3031
2021-08-03 05:09:08.430390016,-74.89,-109.21,1415.0,135.0,-1357.0,138.2,402.0,83.4,6,S,1B,3031
2021-08-03 10:00:31.051162112,-74.89,-109.21,1214.0,123.0,-1162.0,118.0,350.0,172.2,6,S,1B,3031
2021-12-20 15:24:40.575109120,-74.89,-109.21,1463.0,62.0,-1413.0,61.6,379.0,65.4,10,S,2B,3031
2021-11-01 10:00:33.565858048,-74.89,-109.21,1441.0,135.0,-1369.0,129.9,450.0,176.9,5,S,1A,3031
2016-12-01 04:36:17.264551936,-74.89,-109.21,1616.0,410.0,-1594.0,414.4,265.0,214.6,5,S,1A,3031
2018-05-27 10:00:08.332774912,-74.89,-109.21,1540.0,163.0,-1487.0,161.3,400.0,187.6,6,S,1B,3031
2018-02-17 05:09:05.567150080,-74.89,-109.21,1452.0,96.0,-1397.0,98.4,395.0,63.3,11,S,1A,3031
2022-01-03 10:00:52.152828928,-74.89,-109.21,1310.0,99.0,-1250.0,96.1,393.0,122.0,11,S,1A,3031
2018-02-18 03:43:09.075109120,-74.89,-109.21,1420.0,41.0,-1368.0,41.1,384.0,42.7,24,S,2A,3031
2021-02-13 15:24:45.575109120,-74.89,-109.21,1405.0,22.0,-1341.0,21.8,420.0,18.3,49,S,2B,3031
2022-01-25 15:44:37.075109376,-74.89,-109.21,1366.0,20.0,-1302.0,20.6,412.0,19.6,49,S,2B,3031
2019-10-29 04:36:17.007552000,-74.89,-109.21,1311.0,66.0,-1259.0,63.5,368.0,93.0,6,S,1B,3031
2017-04-18 04:36:15.255837952,-74.89,-109.21,1452.0,395.0,-1404.0,405.3,371.0,181.3,6,S,1B,3031
2021-03-13 04:36:40.287231232,-74.89,-109.21,1332.0,46.0,-1269.0,42.6,403.0,69.2,12,S,1A,3031
2022-02-04 15:44:36.575109120,-74.89,-109.21,1326.0,45.0,-1280.0,44.9,348.0,39.4,29,S,2B,3031
2021-02-08 15:24:45.075109120,-74.89,-109.21,1331.0,17.0,-1235.0,17.0,497.0,17.0,60,S,2B,3031
2019-12-12 10:00:20.541819904,-74.89,-109.21,1432.0,177.0,-1331.0,169.3,529.0,222.2,6,S,1B,3031
2022-01-01 15:14:43.075109120,-74.89,-109.21,1380.0,18.0,-1317.0,17.7,414.0,22.8,59,S,2B,3031
2017-12-25 05:08:21.533934848,-74.89,-109.21,1457.0,148.0,-1424.0,150.2,308.0,76.8,11,S,1B,3031
2014-12-15 04:36:27.610947072,-74.89,-109.21,1361.0,233.0,-1290.0,242.9,435.0,113.6,11,S,1A,3031
2018-12-14 10:00:34.859627008,-74.89,-109.21,1410.0,73.0,-1370.0,70.8,331.0,103.1,11,S,1A,3031
2019-11-01 04:35:56.045422080,-74.89,-109.21,1297.0,81.0,-1195.0,80.8,504.0,80.3,11,S,1B,3031
2018-12-17 10:00:13.803874048,-74.89,-109.21,1324.0,158.0,-1300.0,155.1,250.0,218.3,6,S,1B,3031
2018-03-02 04:36:00.735056896,-74.89,-109.21,1363.0,68.0,-1286.0,60.7,449.0,108.2,5,S,1A,3031
2019-02-07 04:36:07.543064832,-74.89,-109.21,1334.0,63.0,-1264.0,57.8,424.0,97.7,6,S,1B,3031
2019-10-25 10:00:21.568833024,-74.89,-109.21,1284.0,142.0,-1244.0,138.8,319.0,190.1,6,S,1B,3031
2021-12-18 15:35:24.370118912,-74.89,-109.21,1270.0,108.0,-1069.0,104.3,684.0,115.7,8,L,9.0,3031
2018-11-26 09:59:53.781861888,-74.89,-109.21,1441.0,89.0,-1393.0,86.7,367.0,119.5,11,S,1B,3031
2021-05-23 05:09:04.075405056,-74.89,-109.21,1444.0,152.0,-1402.0,154.1,346.0,120.9,6,S,1B,3031
2018-12-29 10:00:13.504905216,-74.89,-109.21,1520.0,129.0,-1492.0,127.3,289.0,165.2,6,S,1B,3031
2021-01-17 10:00:24.996235008,-74.89,-109.21,1471.0,185.0,-1401.0,180.4,448.0,221.2,5,S,1A,3031
2018-02-10 15:43:12.075109120,-74.89,-109.21,1491.0,89.0,-1447.0,89.4,363.0,84.6,10,S,2A,3031
2021-02-04 10:00:24.445384960,-74.89,-109.21,1456.0,146.0,-1400.0,141.8,400.0,191.4,6,S,1B,3031
2017-12-19 05:09:07.317500928,-74.89,-109.21,1471.0,100.0,-1421.0,102.0,382.0,72.2,11,S,1A,3031
2018-05-01 04:36:02.407078912,-74.89,-109.21,1382.0,38.0,-1359.0,36.7,252.0,67.7,5,S,1A,3031
2022-01-16 15:14:43.575109120,-74.89,-109.21,1452.0,97.0,-1387.0,95.7,429.0,108.3,9,S,2B,3031
2022-01-19 15:24:40.575109120,-74.89,-109.21,1369.0,21.0,-1302.0,21.0,422.0,24.0,49,S,2B,3031
2021-03-12 10:00:23.933815808,-74.89,-109.21,1568.0,149.0,-1488.0,142.2,493.0,204.3,6,S,1B,3031
2020-03-20 09:59:57.276672000,-74.89,-109.21,1306.0,72.0,-1222.0,69.0,461.0,93.4,12,S,1B,3031
2014-12-03 04:36:27.782561024,-74.89,-109.21,1370.0,266.0,-1302.0,277.4,427.0,123.2,11,S,1A,3031
2021-02-04 05:09:01.824769024,-74.89,-109.21,1358.0,107.0,-1266.0,108.8,492.0,96.7,6,S,1B,3031
2020-04-10 10:00:18.721751040,-74.89,-109.21,1201.0,138.0,-1162.0,134.5,306.0,184.5,6,S,1B,3031
2018-08-25 10:00:13.631900160,-74.89,-109.21,1517.0,106.0,-1479.0,104.6,339.0,132.9,5,S,1A,3031
2017-02-11 04:36:14.071695104,-74.89,-109.21,1611.0,776.0,-1555.0,800.4,423.0,286.9,5,S,1A,3031
2017-12-17 04:35:41.775485952,-74.89,-109.21,1413.0,51.0,-1375.0,49.4,325.0,69.1,11,S,1B,3031
2018-04-25 04:36:02.064215808,-74.89,-109.21,1359.0,54.0,-1318.0,51.8,331.0,76.4,6,S,1B,3031
2020-11-12 10:00:27.730620928,-74.89,-109.21,1094.0,138.0,-1050.0,133.6,305.0,177.5,6,S,1B,3031
2022-01-02 07:34:19.079939072,-74.89,-109.21,1353.0,52.0,-1297.0,52.1,385.0,50.2,23,L,9.0,3031
2017-04-30 04:36:15.781169920,-74.89,-109.21,1391.0,919.0,-1352.0,942.3,327.0,340.8,6,S,1B,3031
2021-12-25 10:00:31.524571904,-74.89,-109.21,1399.0,121.0,-1348.0,119.2,376.0,139.1,6,S,1B,3031
2018-01-13 04:36:01.642255104,-74.89,-109.21,1363.0,44.0,-1282.0,38.0,461.0,77.7,5,S,1A,3031
2022-01-11 15:14:43.575109120,-74.89,-109.21,1436.0,63.0,-1342.0,61.5,512.0,68.9,19,S,2B,3031
2021-03-16 04:36:19.375070720,-74.89,-109.21,1325.0,44.0,-1238.0,40.2,471.0,66.0,6,S,1B,3031
2020-01-14 10:00:40.089533952,-74.89,-109.21,1226.0,81.0,-1162.0,78.2,393.0,101.1,11,S,1A,3031
2018-02-12 04:36:00.837582080,-74.89,-109.21,1382.0,52.0,-1373.0,51.3,155.0,79.3,6,S,1B,3031
2020-12-24 10:00:26.143604736,-74.89,-109.21,1587.0,159.0,-1480.0,148.2,574.0,219.9,5,S,1A,3031
2018-02-15 04:35:39.784273920,-74.89,-109.21,1391.0,52.0,-1317.0,48.4,449.0,76.4,11,S,1B,3031
2020-12-30 10:00:25.851612928,-74.89,-109.21,1297.0,138.0,-1226.0,132.8,424.0,178.8,6,S,1B,3031
2021-10-24 04:36:29.198265088,-74.89,-109.21,1392.0,66.0,-1217.0,56.2,675.0,89.6,5,S,1A,3031
2021-02-22 10:00:23.962032896,-74.89,-109.21,1082.0,147.0,-1022.0,139.4,353.0,199.1,5,S,1A,3031
2017-08-28 04:36:02.386603008,-74.89,-109.21,1370.0,67.0,-1300.0,60.8,432.0,104.7,6,S,1B,3031
2022-01-10 15:44:36.575109120,-74.89,-109.21,1377.0,12.0,-1310.0,12.2,426.0,12.8,79,S,2B,3031
2021-12-16 15:44:37.575109120,-74.89,-109.21,1402.0,21.0,-1333.0,21.0,432.0,24.0,30,S,2B,3031
2020-10-11 04:36:23.379542016,-74.89,-109.21,1300.0,69.0,-1178.0,60.8,550.0,97.5,6,S,1B,3031
2020-01-18 04:36:35.374320128,-74.89,-109.21,1301.0,53.0,-1231.0,50.1,420.0,75.6,11,S,1A,3031
2022-01-03 07:52:28.280709888,-74.89,-109.21,1327.0,57.0,-1268.0,56.8,393.0,63.8,15,L,9.0,3031
2018-02-06 04:36:00.925107968,-74.89,-109.21,1321.0,51.0,-1262.0,45.8,389.0,88.5,5,S,1A,3031
2022-01-26 15:14:42.575109120,-74.89,-109.21,1348.0,64.0,-1313.0,63.6,304.0,68.6,9,S,2B,3031
2018-01-31 04:36:01.042959104,-74.89,-109.21,1501.0,94.0,-1433.0,89.8,448.0,127.6,6,S,1B,3031
2018-11-30 04:35:49.100392960,-74.89,-109.21,1370.0,47.0,-1286.0,43.7,470.0,64.0,11,S,1B,3031
2018-02-17 10:00:26.333008896,-74.89,-109.21,1382.0,107.0,-1340.0,103.7,337.0,146.3,11,S,1A,3031
2015-09-17 04:36:34.593161728,-74.89,-109.21,1527.0,221.0,-1469.0,228.2,419.0,89.4,12,S,1A,3031
2020-12-12 10:00:26.732177920,-74.89,-109.21,1495.0,195.0,-1387.0,183.8,558.0,252.6,5,S,1A,3031
2021-10-30 04:36:29.063456000,-74.89,-109.21,1287.0,75.0,-1188.0,68.1,495.0,106.8,6,S,1B,3031
2020-03-15 04:36:13.633366272,-74.89,-109.21,1207.0,41.0,-1137.0,36.4,404.0,67.2,5,S,1A,3031
2019-02-06 09:59:51.327053056,-74.89,-109.21,1300.0,85.0,-1233.0,81.1,413.0,113.8,11,S,1B,3031
2021-02-22 05:09:01.329766912,-74.89,-109.21,1346.0,124.0,-1299.0,125.2,356.0,106.9,5,S,1A,3031
2019-01-25 15:24:45.575109120,-74.89,-109.21,1424.0,36.0,-1364.0,36.2,406.0,35.0,30,S,2B,3031
2021-10-26 10:00:33.730220032,-74.89,-109.21,1195.0,194.0,-1149.0,187.2,328.0,266.4,6,S,1B,3031
2021-02-16 05:09:01.446471936,-74.89,-109.21,1390.0,158.0,-1312.0,161.9,458.0,116.5,6,S,1B,3031
2019-01-15 15:24:43.575109120,-74.89,-109.21,1441.0,23.0,-1383.0,22.7,405.0,22.0,50,S,2B,3031
2018-12-20 09:59:52.868782080,-74.89,-109.21,1459.0,70.0,-1406.0,67.6,390.0,91.9,11,S,1B,3031
2017-10-15 04:36:03.453582080,-74.89,-109.21,1428.0,56.0,-1334.0,50.4,509.0,86.9,6,S,1B,3031
2020-01-14 05:09:19.330219008,-74.89,-109.21,1340.0,95.0,-1278.0,96.9,402.0,68.6,11,S,1A,3031
2021-01-29 10:00:24.634224896,-74.89,-109.21,1565.0,180.0,-1463.0,174.8,556.0,213.0,5,S,1A,3031
2020-09-23 04:36:22.988602112,-74.89,-109.21,1333.0,53.0,-1212.0,43.7,555.0,84.4,5,S,1A,3031
2018-11-23 10:00:14.703601920,-74.89,-109.21,1389.0,156.0,-1327.0,151.4,411.0,201.1,6,S,1B,3031
2021-11-29 04:36:28.260444160,-74.89,-109.21,1317.0,125.0,-1242.0,114.4,436.0,190.8,5,S,1A,3031
2018-02-05 05:09:05.753547008,-74.89,-109.21,1456.0,99.0,-1393.0,102.0,425.0,65.1,11,S,1A,3031
2018-04-09 10:00:06.094230016,-74.89,-109.21,1273.0,137.0,-1216.0,133.7,377.0,164.4,6,S,1B,3031
2022-01-03 15:35:22.154312960,-74.89,-109.21,1504.0,103.0,-1454.0,103.8,385.0,89.9,7,L,9.0,3031
2017-12-20 04:36:02.616517120,-74.89,-109.21,1392.0,62.0,-1333.0,56.8,402.0,106.5,5,S,1A,3031
2019-05-20 04:36:09.696675328,-74.89,-109.21,1311.0,48.0,-1217.0,43.5,488.0,68.7,5,S,1A,3031
2019-01-20 15:24:44.575108864,-74.89,-109.21,1411.0,30.0,-1337.0,30.2,449.0,31.9,40,S,2B,3031
2019-02-13 04:36:07.360851968,-74.89,-109.21,1338.0,66.0,-1303.0,61.8,306.0,113.1,5,S,1A,3031
2017-09-21 04:36:03.489193984,-74.89,-109.21,1341.0,63.0,-1272.0,60.4,424.0,84.6,6,S,1B,3031
2021-12-11 15:44:36.575109120,-74.89,-109.21,1414.0,24.0,-1325.0,24.4,494.0,24.7,19,S,2B,3031
2018-12-21 04:36:09.210648064,-74.89,-109.21,1335.0,63.0,-1312.0,62.3,245.0,89.7,6,S,1B,3031
2021-01-15 04:36:20.543214080,-74.89,-109.21,1434.0,101.0,-1355.0,98.9,467.0,114.0,6,S,1B,3031
2021-02-02 04:36:19.928032000,-74.89,-109.21,1331.0,54.0,-1218.0,42.0,537.0,94.2,5,S,1A,3031
2020-12-04 04:36:22.448339968,-74.89,-109.21,1310.0,97.0,-1150.0,89.5,627.0,117.8,5,S,1A,3031
2017-12-02 04:36:03.223491072,-74.89,-109.21,1475.0,119.0,-1405.0,109.1,451.0,186.6,6,S,1B,3031
2018-12-11 10:00:14.042221056,-74.89,-109.21,1499.0,154.0,-1458.0,150.4,347.0,209.6,5,S,1A,3031
2018-12-14 05:09:14.121218048,-74.89,-109.21,1442.0,73.0,-1424.0,73.1,225.0,69.6,11,S,1A,3031
2019-01-08 04:36:08.489827840,-74.89,-109.21,1403.0,89.0,-1316.0,78.6,488.0,145.3,5,S,1A,3031
2021-10-14 10:00:33.699436032,-74.89,-109.21,1510.0,117.0,-1477.0,114.1,315.0,176.9,6,S,1B,3031
2021-10-20 05:09:11.179462912,-74.89,-109.21,1342.0,74.0,-1293.0,73.9,357.0,76.0,5,S,1A,3031
2018-11-05 10:00:15.099438336,-74.89,-109.21,1381.0,169.0,-1343.0,163.8,321.0,248.4,5,S,1A,3031
2017-12-13 05:08:21.918598912,-74.89,-109.21,1465.0,136.0,-1399.0,140.2,435.0,79.3,11,S,1B,3031
2021-07-14 04:36:25.214003968,-74.89,-109.21,1275.0,93.0,-1104.0,80.3,638.0,123.9,6,S,1B,3031
2020-08-08 10:00:25.455266304,-74.89,-109.21,1103.0,207.0,-1045.0,198.3,352.0,270.6,6,S,1B,3031
2018-02-24 04:36:00.684378624,-74.89,-109.21,1300.0,57.0,-1233.0,51.8,413.0,89.4,6,S,1B,3031
2021-05-17 05:09:03.726803968,-74.89,-109.21,1386.0,123.0,-1303.0,125.5,473.0,103.1,5,S,1A,3031
2021-02-20 04:36:19.433425920,-74.89,-109.21,1324.0,61.0,-1234.0,53.8,482.0,96.6,6,S,1B,3031
2018-04-13 04:36:01.621262080,-74.89,-109.21,1361.0,62.0,-1303.0,59.3,393.0,89.0,6,S,1B,3031
2016-12-04 04:36:38.173391104,-74.89,-109.21,1547.0,292.0,-1514.0,297.3,319.0,133.9,11,S,1A,3031
2019-02-12 05:09:11.987835904,-74.89,-109.21,1374.0,63.0,-1336.0,63.6,318.0,58.4,12,S,1A,3031
2021-12-22 15:35:23.708331008,-74.89,-109.21,1334.0,62.0,-1240.0,62.3,492.0,63.5,15,L,9.0,3031
2018-02-25 15:43:07.075108864,-74.89,-109.21,1424.0,39.0,-1380.0,38.9,351.0,35.2,9,S,2B,3031
2021-08-07 04:36:26.620835072,-74.89,-109.21,1289.0,59.0,-1259.0,56.4,279.0,90.9,6,S,1B,3031
2018-06-06 04:36:04.376653056,-74.89,-109.21,1340.0,84.0,-1327.0,82.1,192.0,157.7,5,S,1A,3031
2021-12-19 10:00:31.892448000,-74.89,-109.21,1420.0,153.0,-1319.0,148.6,524.0,178.4,5,S,1A,3031
2020-08-12 04:36:21.119045120,-74.89,-109.21,1277.0,88.0,-1139.0,73.8,577.0,129.1,6,S,1B,3031
2021-10-21 04:36:08.222221056,-74.89,-109.21,1280.0,57.0,-1161.0,56.1,537.0,61.4,12,S,1B,3031
2018-05-25 04:36:03.662106880,-74.89,-109.21,1372.0,60.0,-1317.0,55.4,387.0,99.4,5,S,1A,3031
2020-05-14 04:36:15.719949056,-74.89,-109.21,1287.0,68.0,-1083.0,48.7,695.0,100.6,5,S,1A,3031
2021-12-22 15:14:44.075109120,-74.89,-109.21,1405.0,25.0,-1324.0,24.7,470.0,24.7,40,S,2B,3031
2020-08-14 10:00:25.759983104,-74.89,-109.21,1269.0,182.0,-1220.0,176.0,353.0,241.8,5,S,1A,3031
2021-12-17 04:36:27.552624896,-74.89,-109.21,1294.0,68.0,-1204.0,62.7,475.0,97.6,6,S,1B,3031
2021-11-01 05:09:10.942836992,-74.89,-109.21,1350.0,116.0,-1322.0,117.5,271.0,88.3,5,S,1A,3031
2018-06-20 10:00:09.903009280,-74.89,-109.21,1306.0,104.0,-1273.0,102.3,295.0,138.7,6,S,1B,3031
2021-12-27 07:21:58.231080960,-74.89,-109.21,1473.0,72.0,-1326.0,53.1,642.0,123.6,7,L,9.0,3031
2021-01-14 15:24:45.575109120,-74.89,-109.21,1396.0,13.0,-1330.0,13.2,423.0,13.4,109,S,2B,3031
2018-06-02 10:00:08.631823104,-74.89,-109.21,1497.0,133.0,-1446.0,127.9,387.0,188.0,5,S,1A,3031
2021-05-29 10:00:27.081436928,-74.89,-109.21,1506.0,154.0,-1410.0,147.7,530.0,195.1,5,S,1A,3031
2021-03-06 10:00:23.884012032,-74.89,-109.21,1236.0,111.0,-1181.0,107.5,365.0,140.9,5,S,1A,3031
2018-09-10 04:36:09.897440256,-74.89,-109.21,1341.0,57.0,-1334.0,56.5,138.0,100.8,5,S,1A,3031
2018-02-21 04:36:21.737686784,-74.89,-109.21,1295.0,42.0,-1241.0,40.8,371.0,57.0,11,S,1A,3031
2019-11-22 04:36:16.746626816,-74.89,-109.21,1298.0,79.0,-1202.0,71.7,489.0,114.2,6,S,1B,3031
2022-01-07 15:10:38.298850816,-74.89,-109.21,1038.0,91.0,-877.0,106.2,556.0,28.4,7,L,9.0,3031
2018-12-08 09:59:53.278138112,-74.89,-109.21,1443.0,79.0,-1393.0,76.0,377.0,111.8,11,S,1B,3031
2020-01-26 10:00:39.656190976,-74.89,-109.21,1283.0,84.0,-1212.0,81.1,421.0,103.2,11,S,1A,3031
2022-01-01 15:14:43.575109120,-74.89,-109.21,1421.0,36.0,-1309.0,36.0,553.0,36.9,20,S,2B,3031
2018-04-19 04:36:01.761286912,-74.89,-109.21,1390.0,68.0,-1317.0,57.8,444.0,126.1,5,S,1A,3031
2021-03-10 04:36:19.371738624,-74.89,-109.21,1353.0,75.0,-1222.0,67.8,582.0,100.9,5,S,1A,3031
2020-11-06 10:00:27.831920128,-74.89,-109.21,1362.0,139.0,-1288.0,133.8,445.0,174.7,5,S,1A,3031
2018-12-05 10:00:14.333892096,-74.89,-109.21,1576.0,137.0,-1501.0,130.8,480.0,184.7,6,S,1B,3031
2021-11-07 15:14:46.575109120,-74.89,-109.21,1372.0,21.0,-1335.0,21.4,317.0,22.0,49,S,2B,3031
2020-01-09 04:36:14.781755136,-74.89,-109.21,1290.0,74.0,-1215.0,65.5,434.0,121.0,6,S,1B,3031
2018-11-27 04:36:09.985718016,-74.89,-109.21,1488.0,86.0,-1409.0,78.7,478.0,131.0,6,S,1B,3031
2018-02-23 03:43:09.075109120,-74.89,-109.21,1409.0,42.0,-1347.0,42.5,413.0,39.5,14,S,2A,3031
2021-01-27 04:36:20.153350144,-74.89,-109.21,1321.0,77.0,-1249.0,68.2,430.0,131.1,6,S,1B,3031
2021-03-04 04:36:19.345504000,-74.89,-109.21,1294.0,48.0,-1242.0,45.5,360.0,70.1,6,S,1B,3031
2018-12-02 05:09:14.524544000,-74.89,-109.21,1443.0,100.0,-1401.0,101.6,348.0,64.2,11,S,1A,3031
2021-02-28 05:09:01.268256000,-74.89,-109.21,1422.0,138.0,-1352.0,141.9,440.0,87.3,6,S,1B,3031
2019-11-18 10:00:21.379340032,-74.89,-109.21,1194.0,118.0,-1136.0,114.4,369.0,150.3,6,S,1B,3031
2021-12-07 05:09:09.883453952,-74.89,-109.21,1466.0,141.0,-1354.0,144.8,560.0,114.6,5,S,1A,3031
2021-12-04 05:08:47.250903040,-74.89,-109.21,1374.0,259.0,-1348.0,263.2,266.0,85.7,11,S,1B,3031
2016-10-08 04:36:17.801280000,-74.89,-109.21,1642.0,232.0,-1582.0,238.4,439.0,108.1,6,S,1B,3031
2018-06-18 04:36:05.178336000,-74.89,-109.21,1317.0,63.0,-1236.0,57.5,456.0,96.2,5,S,1A,3031
2018-03-26 04:36:00.940913920,-74.89,-109.21,1329.0,43.0,-1240.0,38.9,479.0,64.0,5,S,1A,3031
2018-04-03 10:00:05.878256896,-74.89,-109.21,1363.0,148.0,-1344.0,146.9,229.0,191.6,5,S,1A,3031
2020-08-24 04:36:21.790062080,-74.89,-109.21,1267.0,99.0,-1217.0,98.3,350.0,107.0,6,S,1B,3031
2021-07-16 05:09:07.302620928,-74.89,-109.21,1301.0,101.0,-1249.0,100.2,364.0,104.0,5,S,1A,3031
2021-12-25 05:09:08.919622912,-74.89,-109.21,1415.0,111.0,-1363.0,111.0,377.0,104.5,6,S,1B,3031
2016-12-19 04:36:16.612124928,-74.89,-109.21,1535.0,347.0,-1482.0,355.8,399.0,188.1,6,S,1B,3031
2019-02-01 04:36:07.831043072,-74.89,-109.21,1350.0,51.0,-1271.0,44.5,454.0,84.9,5,S,1A,3031
2017-01-18 04:36:14.504440064,-74.89,-109.21,1415.0,304.0,-1387.0,308.4,283.0,156.8,5,S,1A,3031
2018-12-18 04:36:30.091882240,-74.89,-109.21,1364.0,50.0,-1292.0,48.2,438.0,61.7,11,S,1A,3031
2020-09-13 10:00:27.263805952,-74.89,-109.21,1325.0,151.0,-1274.0,146.2,366.0,199.6,6,S,1B,3031
2020-10-13 10:00:27.927316992,-74.89,-109.21,1371.0,152.0,-1318.0,149.1,379.0,188.6,5,S,1A,3031
2018-12-24 04:35:48.225382912,-74.89,-109.21,1326.0,51.0,-1265.0,49.2,397.0,66.3,11,S,1B,3031
2021-12-26 15:44:37.075109376,-74.89,-109.21,1393.0,40.0,-1319.0,39.6,448.0,41.9,10,S,2B,3031
2021-07-02 04:36:24.543144960,-74.89,-109.21,1295.0,75.0,-1193.0,71.5,503.0,94.7,6,S,1B,3031
2021-12-28 03:16:42.877733120,-74.89,-109.21,1345.0,52.0,-1272.0,52.6,438.0,46.9,74,L,9.0,3031
2017-11-26 04:36:03.487872000,-74.89,-109.21,1410.0,70.0,-1358.0,62.9,379.0,127.1,5,S,1A,3031
2021-12-17 15:14:44.075109120,-74.89,-109.21,1403.0,29.0,-1338.0,28.6,422.0,29.5,30,S,2B,3031
2021-03-15 10:00:03.068806912,-74.89,-109.21,1279.0,70.0,-1234.0,69.3,338.0,83.4,12,S,1B,3031
2020-11-22 04:36:22.906028032,-74.89,-109.21,1340.0,55.0,-1307.0,52.8,293.0,93.3,5,S,1A,3031
2019-01-20 04:36:08.133740288,-74.89,-109.21,1374.0,84.0,-1297.0,75.4,454.0,133.6,5,S,1A,3031
2017-01-22 15:12:52.075109120,-74.89,-109.21,1626.0,35.0,-1571.0,35.5,419.0,33.0,20,S,2A,3031
2020-01-21 04:36:14.324262656,-74.89,-109.21,1296.0,71.0,-1123.0,56.5,647.0,102.5,6,S,1B,3031
2022-01-07 15:35:23.355460864,-74.89,-109.21,1358.0,35.0,-1288.0,34.5,430.0,37.5,47,L,9.0,3031
2021-03-03 05:08:38.547906048,-74.89,-109.21,1399.0,73.0,-1340.0,74.6,400.0,52.9,11,S,1B,3031
2021-12-07 10:00:32.502115328,-74.89,-109.21,1225.0,178.0,-1182.0,174.0,320.0,227.5,5,S,1A,3031
2018-03-01 10:00:26.183000064,-74.89,-109.21,1330.0,83.0,-1291.0,80.3,318.0,117.5,11,S,1A,3031
2018-02-23 05:08:19.862696960,-74.89,-109.21,1423.0,69.0,-1398.0,69.3,264.0,47.7,11,S,1B,3031
2020-01-29 10:00:18.641307904,-74.89,-109.21,1217.0,135.0,-1169.0,130.0,338.0,183.3,6,S,1B,3031
2020-11-04 04:36:23.291243008,-74.89,-109.21,1328.0,80.0,-1225.0,74.2,513.0,106.3,6,S,1B,3031
2017-10-09 04:36:03.373968896,-74.89,-109.21,1442.0,64.0,-1339.0,55.5,534.0,102.7,5,S,1A,3031
2022-01-16 15:14:43.075109120,-74.89,-109.21,1361.0,40.0,-1309.0,39.1,372.0,50.3,29,S,2B,3031
2021-11-26 03:16:49.813839104,-74.89,-109.21,1245.0,97.0,-1219.0,94.8,249.0,139.5,11,L,9.0,3031
