mid_date,lat,lon,v [m/yr],v_error [m/yr],vx [m/yr],vx_error [m/yr],vy [m/yr],vy_error [m/yr],date_dt [days],mission,satellite,epsg
2021-10-12 04:36:29.101488128,-74.92,-109.44,1350.0,66.0,-1147.0,54.5,713.0,88.6,5,S,1A,3031
2021-03-06 05:09:01.257955072,-74.92,-109.44,1297.0,106.0,-1154.0,111.7,593.0,83.1,5,S,1A,3031
2016-12-07 04:36:17.064667136,-74.92,-109.44,1448.0,429.0,-1403.0,440.0,358.0,193.5,6,S,1B,3031
2018-02-27 04:35:39.694615040,-74.92,-109.44,1272.0,48.0,-1173.0,45.3,491.0,62.7,12,S,1B,3031
2021-08-03 05:09:08.430390016,-74.92,-109.44,1290.0,131.0,-1180.0,138.2,520.0,83.4,6,S,1B,3031
2021-08-03 10:00:31.051162112,-74.92,-109.44,1208.0,125.0,-1138.0,118.0,406.0,172.2,6,S,1B,3031
2021-12-20 15:24:40.575109120,-74.92,-109.44,1455.0,62.0,-1365.0,61.6,503.0,65.4,10,S,2B,3031
2021-11-01 10:00:33.565858048,-74.92,-109.44,1472.0,137.0,-1374.0,129.9,526.0,176.9,5,S,1A,3031
2016-12-01 04:36:17.264551936,-74.92,-109.44,1449.0,400.0,-1380.0,414.4,440.0,214.6,5,S,1A,3031
2017-01-15 15:22:56.075109120,-74.92,-109.44,1382.0,39.0,-1310.0,39.4,441.0,37.1,20,S,2A,3031
2018-02-18 03:43:09.075109120,-74.92,-109.44,1361.0,41.0,-1261.0,41.1,512.0,42.7,24,S,2A,3031
2021-02-13 15:24:45.575109120,-74.92,-109.44,1349.0,21.0,-1250.0,21.8,508.0,18.3,49,S,2B,3031
2022-01-25 15:44:37.075109376,-74.92,-109.44,1246.0,20.0,-1187.0,20.6,381.0,19.6,49,S,2B,3031
2019-10-29 04:36:17.007552000,-74.92,-109.44,1213.0,70.0,-1091.0,63.5,531.0,93.0,6,S,1B,3031
2022-02-04 15:44:36.575109120,-74.92,-109.44,1268.0,44.0,-1166.0,44.9,498.0,39.4,29,S,2B,3031
2019-12-12 10:00:20.541819904,-74.92,-109.44,1331.0,183.0,-1159.0,169.3,655.0,222.2,6,S,1B,3031
2022-01-01 15:14:43.075109120,-74.92,-109.44,1315.0,19.0,-1210.0,17.7,514.0,22.8,59,S,2B,3031
2021-12-02 15:14:46.075109376,-74.92,-109.44,1309.0,13.0,-1215.0,12.7,487.0,16.4,99,S,2B,3031
2021-05-23 10:00:26.708293120,-74.92,-109.44,1197.0,154.0,-1125.0,146.3,408.0,205.4,6,S,1B,3031
2018-12-14 10:00:34.859627008,-74.92,-109.44,1395.0,76.0,-1303.0,70.8,498.0,103.1,11,S,1A,3031
2019-11-01 04:35:56.045422080,-74.92,-109.44,1209.0,81.0,-1055.0,80.8,592.0,80.3,11,S,1B,3031
2018-11-15 04:36:10.388488960,-74.92,-109.44,1309.0,103.0,-1223.0,89.8,466.0,167.5,6,S,1B,3031
2018-12-17 10:00:13.803874048,-74.92,-109.44,1221.0,162.0,-1162.0,155.1,377.0,218.3,6,S,1B,3031
2018-03-02 04:36:00.735056896,-74.92,-109.44,1350.0,69.0,-1256.0,60.7,494.0,108.2,5,S,1A,3031
2019-02-07 04:36:07.543064832,-74.92,-109.44,1295.0,65.0,-1200.0,57.8,485.0,97.7,6,S,1B,3031
2021-12-18 15:35:24.370118912,-74.92,-109.44,1339.0,107.0,-1198.0,104.3,599.0,115.7,8,L,9.0,3031
2018-11-26 09:59:53.781861888,-74.92,-109.44,1350.0,91.0,-1277.0,86.7,438.0,119.5,11,S,1B,3031
2021-05-23 05:09:04.075405056,-74.92,-109.44,1332.0,151.0,-1265.0,154.1,419.0,120.9,6,S,1B,3031
2018-12-29 10:00:13.504905216,-74.92,-109.44,1396.0,133.0,-1304.0,127.3,499.0,165.2,6,S,1B,3031
2021-01-17 10:00:24.996235008,-74.92,-109.44,1286.0,186.0,-1199.0,180.4,465.0,221.2,5,S,1A,3031
2018-02-10 15:43:12.075109120,-74.92,-109.44,1404.0,89.0,-1283.0,89.4,572.0,84.6,10,S,2A,3031
2021-02-04 10:00:24.445384960,-74.92,-109.44,1327.0,149.0,-1242.0,141.8,466.0,191.4,6,S,1B,3031
2017-12-19 05:09:07.317500928,-74.92,-109.44,1436.0,98.0,-1331.0,102.0,540.0,72.2,11,S,1A,3031
2021-12-26 15:44:37.075109376,-74.92,-109.44,1315.0,25.0,-1208.0,25.1,520.0,23.1,50,S,2B,3031
2018-05-01 04:36:02.407078912,-74.92,-109.44,1292.0,45.0,-1157.0,36.7,577.0,67.7,5,S,1A,3031
2022-01-16 15:14:43.575109120,-74.92,-109.44,1202.0,98.0,-1112.0,95.7,457.0,108.3,9,S,2B,3031
2021-03-12 10:00:23.933815808,-74.92,-109.44,1522.0,152.0,-1412.0,142.2,567.0,204.3,6,S,1B,3031
2018-06-26 10:00:10.232152064,-74.92,-109.44,1397.0,114.0,-1322.0,111.4,453.0,135.7,5,S,1A,3031
2021-11-27 15:14:46.575109120,-74.92,-109.44,1325.0,13.0,-1232.0,12.5,486.0,13.0,89,S,2B,3031
2020-03-20 09:59:57.276672000,-74.92,-109.44,1282.0,75.0,-1143.0,69.0,580.0,93.4,12,S,1B,3031
2014-12-03 04:36:27.782561024,-74.92,-109.44,1300.0,251.0,-1142.0,277.4,622.0,123.2,11,S,1A,3031
2021-02-04 05:09:01.824769024,-74.92,-109.44,1283.0,107.0,-1202.0,108.8,450.0,96.7,6,S,1B,3031
2018-08-25 10:00:13.631900160,-74.92,-109.44,1350.0,108.0,-1275.0,104.6,445.0,132.9,5,S,1A,3031
2017-02-11 04:36:14.071695104,-74.92,-109.44,1449.0,780.0,-1407.0,800.4,348.0,286.9,5,S,1A,3031
2018-04-25 04:36:02.064215808,-74.92,-109.44,1287.0,55.0,-1221.0,51.8,408.0,76.4,6,S,1B,3031
2020-11-12 10:00:27.730620928,-74.92,-109.44,1402.0,143.0,-1262.0,133.6,611.0,177.5,6,S,1B,3031
2022-01-02 07:34:19.079939072,-74.92,-109.44,1295.0,52.0,-1212.0,52.1,456.0,50.2,23,L,9.0,3031
2017-04-30 04:36:15.781169920,-74.92,-109.44,1361.0,892.0,-1278.0,942.3,468.0,340.8,6,S,1B,3031
2021-12-25 10:00:31.524571904,-74.92,-109.44,1110.0,121.0,-1052.0,119.2,353.0,139.1,6,S,1B,3031
2018-01-30 05:08:20.199084032,-74.92,-109.44,1386.0,70.0,-1277.0,70.9,539.0,61.4,11,S,1B,3031
2021-12-25 15:24:41.075109120,-74.92,-109.44,1347.0,40.0,-1220.0,38.2,571.0,45.7,20,S,2B,3031
2018-01-13 04:36:01.642255104,-74.92,-109.44,1335.0,43.0,-1273.0,38.0,401.0,77.7,5,S,1A,3031
2021-03-16 04:36:19.375070720,-74.92,-109.44,1299.0,46.0,-1172.0,40.2,559.0,66.0,6,S,1B,3031
2020-01-14 10:00:40.089533952,-74.92,-109.44,1261.0,83.0,-1138.0,78.2,543.0,101.1,11,S,1A,3031
2018-02-12 04:36:00.837582080,-74.92,-109.44,1322.0,58.0,-1170.0,51.3,615.0,79.3,6,S,1B,3031
2020-12-24 10:00:26.143604736,-74.92,-109.44,1117.0,158.0,-1053.0,148.2,374.0,219.9,5,S,1A,3031
2018-02-15 04:35:39.784273920,-74.92,-109.44,1309.0,55.0,-1177.0,48.4,574.0,76.4,11,S,1B,3031
2020-12-30 10:00:25.851612928,-74.92,-109.44,1511.0,143.0,-1348.0,132.8,682.0,178.8,6,S,1B,3031
2017-08-28 04:36:02.386603008,-74.92,-109.44,1356.0,69.0,-1253.0,60.8,517.0,104.7,6,S,1B,3031
2022-01-10 15:44:36.575109120,-74.92,-109.44,1287.0,12.0,-1191.0,12.2,487.0,12.8,79,S,2B,3031
2021-12-16 15:44:37.575109120,-74.92,-109.44,1347.0,21.0,-1240.0,21.0,527.0,24.0,30,S,2B,3031
2020-10-11 04:36:23.379542016,-74.92,-109.44,1215.0,68.0,-1109.0,60.8,496.0,97.5,6,S,1B,3031
2020-01-18 04:36:35.374320128,-74.92,-109.44,1196.0,55.0,-1104.0,50.1,461.0,75.6,11,S,1A,3031
2022-01-03 07:52:28.280709888,-74.92,-109.44,1397.0,58.0,-1225.0,56.8,671.0,63.8,15,L,9.0,3031
2018-02-06 04:36:00.925107968,-74.92,-109.44,1281.0,54.0,-1189.0,45.8,475.0,88.5,5,S,1A,3031
2022-01-26 15:14:42.575109120,-74.92,-109.44,1342.0,64.0,-1300.0,63.6,333.0,68.6,9,S,2B,3031
2018-01-31 04:36:01.042959104,-74.92,-109.44,1367.0,95.0,-1291.0,89.8,452.0,127.6,6,S,1B,3031
2018-11-30 04:35:49.100392960,-74.92,-109.44,1285.0,48.0,-1176.0,43.7,520.0,64.0,11,S,1B,3031
2018-02-17 10:00:26.333008896,-74.92,-109.44,1262.0,109.0,-1188.0,103.7,426.0,146.3,11,S,1A,3031
2015-09-17 04:36:34.593161728,-74.92,-109.44,1391.0,210.0,-1256.0,228.2,599.0,89.4,12,S,1A,3031
2020-12-12 10:00:26.732177920,-74.92,-109.44,1184.0,196.0,-1091.0,183.8,460.0,252.6,5,S,1A,3031
2021-10-30 04:36:29.063456000,-74.92,-109.44,1285.0,76.0,-1175.0,68.1,520.0,106.8,6,S,1B,3031
2020-03-15 04:36:13.633366272,-74.92,-109.44,1067.0,45.0,-935.0,36.4,514.0,67.2,5,S,1A,3031
2019-02-06 09:59:51.327053056,-74.92,-109.44,1282.0,87.0,-1186.0,81.1,486.0,113.8,11,S,1B,3031
2019-01-25 15:24:45.575109120,-74.92,-109.44,1348.0,36.0,-1241.0,36.2,525.0,35.0,30,S,2B,3031
2021-10-26 10:00:33.730220032,-74.92,-109.44,1186.0,198.0,-1115.0,187.2,403.0,266.4,6,S,1B,3031
2021-02-16 05:09:01.446471936,-74.92,-109.44,1356.0,154.0,-1216.0,161.9,600.0,116.5,6,S,1B,3031
2021-11-17 15:14:46.075109376,-74.92,-109.44,1296.0,15.0,-1247.0,15.1,351.0,16.4,69,S,2B,3031
2019-01-15 15:24:43.575109120,-74.92,-109.44,1356.0,23.0,-1271.0,22.7,472.0,22.0,50,S,2B,3031
2018-12-20 09:59:52.868782080,-74.92,-109.44,1239.0,71.0,-1165.0,67.6,421.0,91.9,11,S,1B,3031
2017-10-15 04:36:03.453582080,-74.92,-109.44,1286.0,57.0,-1188.0,50.4,493.0,86.9,6,S,1B,3031
2022-01-31 15:14:44.575109120,-74.92,-109.44,1282.0,15.0,-1186.0,15.3,488.0,16.3,80,S,2B,3031
2021-01-29 10:00:24.634224896,-74.92,-109.44,1452.0,183.0,-1304.0,174.8,637.0,213.0,5,S,1A,3031
2020-09-23 04:36:22.988602112,-74.92,-109.44,1326.0,52.0,-1217.0,43.7,525.0,84.4,5,S,1A,3031
2018-11-23 10:00:14.703601920,-74.92,-109.44,1105.0,158.0,-1040.0,151.4,374.0,201.1,6,S,1B,3031
2022-01-14 15:24:40.075109120,-74.92,-109.44,1306.0,15.0,-1201.0,14.7,513.0,17.5,60,S,2B,3031
2021-11-29 04:36:28.260444160,-74.92,-109.44,1282.0,131.0,-1164.0,114.4,537.0,190.8,5,S,1A,3031
2018-02-05 05:09:05.753547008,-74.92,-109.44,1361.0,97.0,-1259.0,102.0,517.0,65.1,11,S,1A,3031
2018-04-09 10:00:06.094230016,-74.92,-109.44,1284.0,138.0,-1206.0,133.7,442.0,164.4,6,S,1B,3031
2022-01-03 15:35:22.154312960,-74.92,-109.44,1377.0,101.0,-1240.0,103.8,599.0,89.9,7,L,9.0,3031
2017-12-20 04:36:02.616517120,-74.92,-109.44,1343.0,66.0,-1243.0,56.8,509.0,106.5,5,S,1A,3031
2019-05-20 04:36:09.696675328,-74.92,-109.44,1236.0,49.0,-1116.0,43.5,532.0,68.7,5,S,1A,3031
2019-01-20 15:24:44.575108864,-74.92,-109.44,1340.0,30.0,-1272.0,30.2,422.0,31.9,40,S,2B,3031
2019-02-13 04:36:07.360851968,-74.92,-109.44,1255.0,78.0,-1083.0,61.8,633.0,113.1,5,S,1A,3031
2017-09-21 04:36:03.489193984,-74.92,-109.44,1310.0,64.0,-1235.0,60.4,438.0,84.6,6,S,1B,3031
2021-12-11 15:44:36.575109120,-74.92,-109.44,1371.0,24.0,-1259.0,24.4,544.0,24.7,19,S,2B,3031
2018-12-21 04:36:09.210648064,-74.92,-109.44,1270.0,67.0,-1167.0,62.3,501.0,89.7,6,S,1B,3031
2021-01-15 04:36:20.543214080,-74.92,-109.44,1383.0,104.0,-1140.0,98.9,782.0,114.0,6,S,1B,3031
2021-02-02 04:36:19.928032000,-74.92,-109.44,1179.0,56.0,-1061.0,42.0,516.0,94.2,5,S,1A,3031
2020-12-04 04:36:22.448339968,-74.92,-109.44,1282.0,97.0,-1110.0,89.5,640.0,117.8,5,S,1A,3031
2018-12-11 10:00:14.042221056,-74.92,-109.44,1321.0,158.0,-1243.0,150.4,447.0,209.6,5,S,1A,3031
2018-12-14 05:09:14.121218048,-74.92,-109.44,1343.0,73.0,-1253.0,73.1,483.0,69.6,11,S,1A,3031
2019-01-08 04:36:08.489827840,-74.92,-109.44,1259.0,90.0,-1172.0,78.6,462.0,145.3,5,S,1A,3031
2021-10-14 10:00:33.699436032,-74.92,-109.44,1171.0,121.0,-1118.0,114.1,346.0,176.9,6,S,1B,3031
2021-10-20 05:09:11.179462912,-74.92,-109.44,1230.0,74.0,-1193.0,73.9,300.0,76.0,5,S,1A,3031
2018-11-05 10:00:15.099438336,-74.92,-109.44,1287.0,177.0,-1204.0,163.8,453.0,248.4,5,S,1A,3031
2021-07-14 04:36:25.214003968,-74.92,-109.44,1229.0,90.0,-1107.0,80.3,533.0,123.9,6,S,1B,3031
2018-02-24 04:36:00.684378624,-74.92,-109.44,1291.0,61.0,-1164.0,51.8,557.0,89.4,6,S,1B,3031
2021-05-17 05:09:03.726803968,-74.92,-109.44,1355.0,123.0,-1281.0,125.5,441.0,103.1,5,S,1A,3031
2018-04-13 04:36:01.621262080,-74.92,-109.44,1327.0,61.0,-1290.0,59.3,308.0,89.0,6,S,1B,3031
2016-12-04 04:36:38.173391104,-74.92,-109.44,1452.0,291.0,-1412.0,297.3,337.0,133.9,11,S,1A,3031
2021-12-22 15:35:23.708331008,-74.92,-109.44,1234.0,63.0,-1091.0,62.3,577.0,63.5,15,L,9.0,3031
2018-02-25 15:43:07.075108864,-74.92,-109.44,1387.0,38.0,-1267.0,38.9,565.0,35.2,9,S,2B,3031
2021-12-19 10:00:31.892448000,-74.92,-109.44,1204.0,154.0,-1096.0,148.6,498.0,178.4,5,S,1A,3031
2020-08-12 04:36:21.119045120,-74.92,-109.44,1250.0,79.0,-1202.0,73.8,346.0,129.1,6,S,1B,3031
2021-12-22 15:14:44.075109120,-74.92,-109.44,1344.0,25.0,-1226.0,24.7,551.0,24.7,40,S,2B,3031
2022-01-05 15:44:36.575109120,-74.92,-109.44,1274.0,37.0,-1170.0,36.5,505.0,37.8,30,S,2B,3031
2021-11-01 05:09:10.942836992,-74.92,-109.44,1226.0,116.0,-1188.0,117.5,304.0,88.3,5,S,1A,3031
2018-06-20 10:00:09.903009280,-74.92,-109.44,1083.0,107.0,-1027.0,102.3,345.0,138.7,6,S,1B,3031
2018-06-02 10:00:08.631823104,-74.92,-109.44,1515.0,137.0,-1414.0,127.9,545.0,188.0,5,S,1A,3031
2021-05-29 10:00:27.081436928,-74.92,-109.44,1413.0,156.0,-1293.0,147.7,569.0,195.1,5,S,1A,3031
2021-03-06 10:00:23.884012032,-74.92,-109.44,1187.0,112.0,-1110.0,107.5,423.0,140.9,5,S,1A,3031
2022-01-19 15:10:39.372645888,-74.92,-109.44,732.0,647.0,383.0,893.4,624.0,525.9,31,L,9.0,3031
2018-09-10 04:36:09.897440256,-74.92,-109.44,1289.0,64.0,-1207.0,56.5,452.0,100.8,5,S,1A,3031
2018-02-21 04:36:21.737686784,-74.92,-109.44,1266.0,44.0,-1157.0,40.8,515.0,57.0,11,S,1A,3031
2019-11-22 04:36:16.746626816,-74.92,-109.44,1218.0,82.0,-1095.0,71.7,534.0,114.2,6,S,1B,3031
2022-01-07 15:10:38.298850816,-74.92,-109.44,1322.0,102.0,-1259.0,106.2,401.0,28.4,7,L,9.0,3031
2018-12-08 09:59:53.278138112,-74.92,-109.44,1224.0,81.0,-1148.0,76.0,427.0,111.8,11,S,1B,3031
2020-01-26 10:00:39.656190976,-74.92,-109.44,1221.0,86.0,-1096.0,81.1,536.0,103.2,11,S,1A,3031
2022-01-01 15:14:43.575109120,-74.92,-109.44,1307.0,36.0,-1180.0,36.0,562.0,36.9,20,S,2B,3031
2018-04-19 04:36:01.761286912,-74.92,-109.44,1315.0,82.0,-1126.0,57.8,678.0,126.1,5,S,1A,3031
2018-12-26 05:09:13.681822976,-74.92,-109.44,1358.0,93.0,-1283.0,95.1,444.0,72.2,11,S,1A,3031
2021-03-10 04:36:19.371738624,-74.92,-109.44,1313.0,78.0,-1116.0,67.8,690.0,100.9,5,S,1A,3031
2020-11-06 10:00:27.831920128,-74.92,-109.44,1241.0,140.0,-1149.0,133.8,469.0,174.7,5,S,1A,3031
2018-12-05 10:00:14.333892096,-74.92,-109.44,1184.0,138.0,-1111.0,130.8,410.0,184.7,6,S,1B,3031
2021-11-07 15:14:46.575109120,-74.92,-109.44,1320.0,21.0,-1237.0,21.4,461.0,22.0,49,S,2B,3031
2020-01-09 04:36:14.781755136,-74.92,-109.44,1317.0,74.0,-1238.0,65.5,448.0,121.0,6,S,1B,3031
2018-11-27 04:36:09.985718016,-74.92,-109.44,1372.0,87.0,-1283.0,78.7,487.0,131.0,6,S,1B,3031
2021-12-29 07:34:20.307305728,-74.92,-109.44,1343.0,54.0,-1219.0,53.2,564.0,58.4,15,L,9.0,3031
2018-02-23 03:43:09.075109120,-74.92,-109.44,1323.0,42.0,-1221.0,42.5,510.0,39.5,14,S,2A,3031
2021-03-04 04:36:19.345504000,-74.92,-109.44,1234.0,50.0,-1143.0,45.5,464.0,70.1,6,S,1B,3031
2021-02-28 05:09:01.268256000,-74.92,-109.44,1339.0,137.0,-1271.0,141.9,422.0,87.3,6,S,1B,3031
2019-11-18 10:00:21.379340032,-74.92,-109.44,1263.0,119.0,-1182.0,114.4,445.0,150.3,6,S,1B,3031
2021-12-07 05:09:09.883453952,-74.92,-109.44,1340.0,144.0,-1311.0,144.8,279.0,114.6,5,S,1A,3031
2018-06-18 04:36:05.178336000,-74.92,-109.44,1348.0,58.0,-1346.0,57.5,82.0,96.2,5,S,1A,3031
2018-03-26 04:36:00.940913920,-74.92,-109.44,1267.0,42.0,-1199.0,38.9,410.0,64.0,5,S,1A,3031
2018-04-03 10:00:05.878256896,-74.92,-109.44,1429.0,153.0,-1345.0,146.9,483.0,191.6,5,S,1A,3031
2020-08-24 04:36:21.790062080,-74.92,-109.44,1218.0,100.0,-1076.0,98.3,572.0,107.0,6,S,1B,3031
2021-07-16 05:09:07.302620928,-74.92,-109.44,1294.0,101.0,-1162.0,100.2,571.0,104.0,5,S,1A,3031
2021-12-25 05:09:08.919622912,-74.92,-109.44,1332.0,110.0,-1258.0,111.0,436.0,104.5,6,S,1B,3031
2016-12-19 04:36:16.612124928,-74.92,-109.44,1496.0,343.0,-1418.0,355.8,478.0,188.1,6,S,1B,3031
2019-02-01 04:36:07.831043072,-74.92,-109.44,1270.0,47.0,-1248.0,44.5,239.0,84.9,5,S,1A,3031
2017-01-18 04:36:14.504440064,-74.92,-109.44,1398.0,297.0,-1329.0,308.4,431.0,156.8,5,S,1A,3031
2020-09-13 10:00:27.263805952,-74.92,-109.44,1614.0,155.0,-1494.0,146.2,610.0,199.6,6,S,1B,3031
2020-10-13 10:00:27.927316992,-74.92,-109.44,1579.0,155.0,-1478.0,149.1,555.0,188.6,5,S,1A,3031
2021-07-04 05:09:06.519439872,-74.92,-109.44,1430.0,129.0,-1162.0,142.5,834.0,97.3,5,S,1A,3031
2018-12-24 04:35:48.225382912,-74.92,-109.44,1253.0,52.0,-1144.0,49.2,511.0,66.3,11,S,1B,3031
2021-12-26 15:44:37.075109376,-74.92,-109.44,1371.0,40.0,-1259.0,39.6,544.0,41.9,10,S,2B,3031
2021-12-03 15:11:38.364922112,-74.92,-109.44,1292.0,36.0,-1231.0,36.4,393.0,29.5,45,L,9.0,3031
2021-07-02 04:36:24.543144960,-74.92,-109.44,1277.0,77.0,-1134.0,71.5,589.0,94.7,6,S,1B,3031
2021-12-28 03:16:42.877733120,-74.92,-109.44,1268.0,52.0,-1168.0,52.6,495.0,46.9,74,L,9.0,3031
2017-11-26 04:36:03.487872000,-74.92,-109.44,1359.0,75.0,-1259.0,62.9,511.0,127.1,5,S,1A,3031
2021-03-15 10:00:03.068806912,-74.92,-109.44,1275.0,72.0,-1178.0,69.3,488.0,83.4,12,S,1B,3031
2021-11-20 15:24:43.575109120,-74.92,-109.44,1329.0,16.0,-1214.0,16.5,542.0,12.1,49,S,2B,3031
2020-11-22 04:36:22.906028032,-74.92,-109.44,1214.0,62.0,-1106.0,52.8,501.0,93.3,5,S,1A,3031
2021-12-27 15:14:43.575109120,-74.92,-109.44,1304.0,22.0,-1199.0,20.8,513.0,25.8,49,S,2B,3031
2017-01-22 15:12:52.075109120,-74.92,-109.44,1546.0,35.0,-1449.0,35.5,541.0,33.0,20,S,2A,3031
2022-01-07 15:35:23.355460864,-74.92,-109.44,1293.0,35.0,-1183.0,34.5,520.0,37.5,47,L,9.0,3031
2021-12-22 07:28:10.390597888,-74.92,-109.44,1321.0,57.0,-1155.0,48.2,642.0,78.0,15,L,9.0,3031
2021-12-07 10:00:32.502115328,-74.92,-109.44,1656.0,184.0,-1518.0,174.0,663.0,227.5,5,S,1A,3031
2018-03-01 10:00:26.183000064,-74.92,-109.44,1305.0,86.0,-1224.0,80.3,453.0,117.5,11,S,1A,3031
2018-02-23 05:08:19.862696960,-74.92,-109.44,1330.0,68.0,-1269.0,69.3,399.0,47.7,11,S,1B,3031
2020-01-29 10:00:18.641307904,-74.92,-109.44,1053.0,138.0,-985.0,130.0,373.0,183.3,6,S,1B,3031
2020-11-04 04:36:23.291243008,-74.92,-109.44,1299.0,80.0,-1187.0,74.2,527.0,106.3,6,S,1B,3031
2017-10-09 04:36:03.373968896,-74.92,-109.44,1362.0,63.0,-1280.0,55.5,466.0,102.7,5,S,1A,3031
2021-11-26 03:16:49.813839104,-74.92,-109.44,1245.0,97.0,-1219.0,94.8,249.0,139.5,11,L,9.0,3031
2021-01-23 10:00:24.805801984,-74.92,-109.44,1253.0,221.0,-1182.0,215.9,414.0,260.8,6,S,1B,3031
2021-06-04 05:09:04.798982912,-74.92,-109.44,1354.0,109.0,-1248.0,110.6,525.0,97.6,6,S,1B,3031
2018-12-06 04:36:30.456207104,-74.92,-109.44,1273.0,46.0,-1156.0,40.9,534.0,63.1,11,S,1A,3031
2018-04-07 04:36:01.370903040,-74.92,-109.44,1281.0,37.0,-1199.0,33.2,450.0,54.9,5,S,1A,3031
2020-01-12 04:35:53.731697920,-74.92,-109.44,1176.0,56.0,-998.0,47.2,622.0,74.4,11,S,1B,3031
2021-12-23 15:11:14.006339840,-74.92,-109.44,1242.0,36.0,-1106.0,38.1,566.0,27.4,85,L,9.0,3031
2018-01-28 04:36:22.103875072,-74.92,-109.44,1271.0,47.0,-1236.0,40.6,298.0,108.3,11,S,1A,3031
2021-12-03 15:11:14.419941888,-74.92,-109.44,1211.0,50.0,-1101.0,52.8,506.0,37.0,45,L,9.0,3031
2022-01-03 07:28:08.936192000,-74.92,-109.44,1382.0,72.0,-1283.0,70.9,513.0,78.9,7,L,9.0,3031
2020-11-16 04:36:23.064837120,-74.92,-109.44,1302.0,77.0,-1209.0,69.1,482.0,116.9,6,S,1B,3031
2018-08-31 10:00:14.044314112,-74.92,-109.44,1294.0,167.0,-1219.0,158.4,436.0,222.8,6,S,1B,3031
2020-11-10 04:36:23.188447744,-74.92,-109.44,1248.0,71.0,-1091.0,59.3,606.0,99.0,5,S,1A,3031
2020-09-11 04:36:22.642152960,-74.92,-109.44,1187.0,45.0,-1144.0,39.5,317.0,88.0,5,S,1A,3031
2021-12-07 15:14:45.575109120,-74.92,-109.44,1307.0,12.0,-1215.0,12.0,480.0,13.5,109,S,2B,3031
2017-12-26 04:36:02.310878976,-74.92,-109.44,1278.0,70.0,-1213.0,61.1,403.0,123.2,6,S,1B,3031
2021-05-27 04:36:22.367184896,-74.92,-109.44,1290.0,52.0,-1164.0,49.2,556.0,63.6,6,S,1B,3031
2018-02-18 03:43:10.075109120,-74.92,-109.44,1269.0,82.0,-1083.0,83.9,660.0,77.6,4,S,2A,3031
2018-04-04 04:35:40.347271936,-74.92,-109.44,1277.0,46.0,-1171.0,42.9,510.0,61.3,12,S,1B,3031
2022-01-08 07:46:40.672992256,-74.92,-109.44,1144.0,138.0,-1049.0,142.0,456.0,116.2,7,L,9.0,3031
2020-11-30 10:00:27.137408000,-74.92,-109.44,1480.0,111.0,-1298.0,99.8,710.0,141.3,5,S,1A,3031
2019-05-26 04:36:09.949264896,-74.92,-109.44,1274.0,56.0,-1085.0,51.0,668.0,68.3,6,S,1B,3031
2017-12-23 04:36:23.399141376,-74.92,-109.44,1337.0,56.0,-1277.0,55.2,396.0,64.8,11,S,1A,3031
2018-12-26 15:24:44.575108864,-74.92,-109.44,1351.0,14.0,-1262.0,14.0,482.0,13.4,90,S,2B,3031
2014-11-09 04:36:27.917549056,-74.92,-109.44,1241.0,133.0,-1166.0,139.2,424.0,77.2,12,S,1A,3031
2018-12-23 10:00:13.686188032,-74.92,-109.44,1336.0,145.0,-1232.0,135.0,517.0,191.9,5,S,1A,3031
